name	normal	fire	water	electric	grass	ice	fighting	poison	ground	flying	psychic	bug	rock	ghost	dark	steel	fairy	dragon
gen3_298_azurill	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gen3_299_nosepass	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen3_300_skitty	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_301_delcatty	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_302_sableye	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
gen3_303_mawile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
gen3_304_aron	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
gen3_305_lairon	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
gen3_306_aggron	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
gen3_307_meditite	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
gen3_308_medicham	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
gen3_309_electrike	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_310_manectric	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_311_plusle	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_312_minun	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_313_volbeat	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen3_314_illumise	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen3_315_roselia	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
gen3_316_gulpin	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gen3_317_swalot	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gen3_318_carvanha	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen3_319_sharpedo	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen3_320_wailmer	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_321_wailord	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_322_numel	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen3_323_camerupt	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen3_324_torkoal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_325_spoink	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen3_326_grumpig	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen3_327_spinda	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_328_trapinch	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen3_329_vibrava	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
gen3_330_flygon	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
gen3_331_cacnea	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_332_cacturne	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
gen3_333_swablu	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen3_334_altaria	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
gen3_335_zangoose	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_336_seviper	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gen3_337_lunatone	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
gen3_338_solrock	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
gen3_339_barboach	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen3_340_whiscash	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen3_341_corphish	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_342_crawdaunt	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen3_343_baltoy	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
gen3_344_claydol	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
gen3_345_lileep	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
gen3_346_cradily	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
gen3_347_anorith	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
gen3_348_armaldo	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
gen3_349_feebas	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_350_milotic	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_351_castform	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_352_kecleon	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_353_shuppet	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen3_354_banette	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen3_355_duskull	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen3_356_dusclops	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen3_357_tropius	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gen3_358_chimecho	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen3_359_absol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen3_360_wynaut	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen3_361_snorunt	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen3_362_glalie	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen3_363_spheal	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen3_364_sealeo	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen3_365_walrein	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen3_366_clamperl	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_367_huntail	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_368_gorebyss	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_369_relicanth	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen3_370_luvdisc	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_371_bagon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gen3_372_shelgon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gen3_373_salamence	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
gen3_374_beldum	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
gen3_375_metang	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
gen3_376_metagross	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
gen3_377_regirock	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen3_378_regice	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen3_379_registeel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gen3_380_latias	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
gen3_381_latios	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
gen3_382_kyogre	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen3_383_groudon	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen3_384_rayquaza	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
gen3_385_jirachi	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
gen3_386_deoxys-normal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen4_387_turtwig	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_388_grotle	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_389_torterra	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
gen4_390_chimchar	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_391_monferno	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen4_392_infernape	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen4_393_piplup	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_394_prinplup	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_395_empoleon	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gen4_396_starly	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen4_397_staravia	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen4_398_staraptor	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen4_399_bidoof	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_400_bibarel	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_401_kricketot	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen4_402_kricketune	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen4_403_shinx	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_404_luxio	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_405_luxray	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_406_budew	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
gen4_407_roserade	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
gen4_408_cranidos	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen4_409_rampardos	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen4_410_shieldon	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
gen4_411_bastiodon	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
gen4_412_burmy	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen4_413_wormadam-plant	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
gen4_414_mothim	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen4_415_combee	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen4_416_vespiquen	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen4_417_pachirisu	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_418_buizel	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_419_floatzel	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_420_cherubi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_421_cherrim	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_422_shellos	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_423_gastrodon	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen4_424_ambipom	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_425_drifloon	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
gen4_426_drifblim	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
gen4_427_buneary	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_428_lopunny	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_429_mismagius	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen4_430_honchkrow	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
gen4_431_glameow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_432_purugly	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_433_chingling	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen4_434_stunky	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
gen4_435_skuntank	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
gen4_436_bronzor	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
gen4_437_bronzong	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
gen4_438_bonsly	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen4_439_mime-jr	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
gen4_440_happiny	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_441_chatot	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen4_442_spiritomb	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
gen4_443_gible	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
gen4_444_gabite	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
gen4_445_garchomp	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
gen4_446_munchlax	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_447_riolu	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen4_448_lucario	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
gen4_449_hippopotas	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen4_450_hippowdon	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen4_451_skorupi	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
gen4_452_drapion	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
gen4_453_croagunk	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
gen4_454_toxicroak	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
gen4_455_carnivine	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_456_finneon	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_457_lumineon	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_458_mantyke	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen4_459_snover	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gen4_460_abomasnow	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gen4_461_weavile	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
gen4_462_magnezone	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gen4_463_lickilicky	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_464_rhyperior	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
gen4_465_tangrowth	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_466_electivire	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_467_magmortar	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_468_togekiss	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
gen4_469_yanmega	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
gen4_470_leafeon	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_471_glaceon	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen4_472_gliscor	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
gen4_473_mamoswine	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
gen4_474_porygon-z	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_475_gallade	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
gen4_476_probopass	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
gen4_477_dusknoir	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen4_478_froslass	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
gen4_479_rotom	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen4_480_uxie	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen4_481_mesprit	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen4_482_azelf	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen4_483_dialga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
gen4_484_palkia	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gen4_485_heatran	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gen4_486_regigigas	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_487_giratina-altered	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
gen4_488_cresselia	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen4_489_phione	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_490_manaphy	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_491_darkrai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen4_492_shaymin-land	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen4_493_arceus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_494_victini	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen5_495_snivy	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_496_servine	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_497_serperior	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_498_tepig	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_499_pignite	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen5_500_emboar	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen5_501_oshawott	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_502_dewott	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_503_samurott	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_504_patrat	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_505_watchog	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_506_lillipup	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_507_herdier	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_508_stoutland	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_509_purrloin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen5_510_liepard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen5_511_pansage	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_512_simisage	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_513_pansear	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_514_simisear	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_515_panpour	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_516_simipour	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_517_munna	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen5_518_musharna	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen5_519_pidove	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen5_520_tranquill	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen5_521_unfezant	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen5_522_blitzle	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_523_zebstrika	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_524_roggenrola	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen5_525_boldore	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen5_526_gigalith	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen5_527_woobat	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
gen5_528_swoobat	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
gen5_529_drilbur	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen5_530_excadrill	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
gen5_531_audino	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_532_timburr	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen5_533_gurdurr	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen5_534_conkeldurr	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen5_535_tympole	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_536_palpitoad	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen5_537_seismitoad	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gen5_538_throh	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen5_539_sawk	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gen5_540_sewaddle	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
gen5_541_swadloon	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
gen5_542_leavanny	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
gen5_543_venipede	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
gen5_544_whirlipede	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
gen5_545_scolipede	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
gen5_546_cottonee	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
gen5_547_whimsicott	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
gen5_548_petilil	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_549_lilligant	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_550_basculin-red-striped	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_551_sandile	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
gen5_552_krokorok	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
gen5_553_krookodile	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
gen5_554_darumaka	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_555_darmanitan-standard	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_556_maractus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_557_dwebble	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
gen5_558_crustle	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
gen5_559_scraggy	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
gen5_560_scrafty	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
gen5_561_sigilyph	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
gen5_562_yamask	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen5_563_cofagrigus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen5_564_tirtouga	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen5_565_carracosta	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gen5_566_archen	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
gen5_567_archeops	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
gen5_568_trubbish	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gen5_569_garbodor	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gen5_570_zorua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen5_571_zoroark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gen5_572_minccino	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_573_cinccino	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_574_gothita	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen5_575_gothorita	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen5_576_gothitelle	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen5_577_solosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen5_578_duosion	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen5_579_reuniclus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gen5_580_ducklett	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen5_581_swanna	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen5_582_vanillite	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen5_583_vanillish	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen5_584_vanilluxe	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gen5_585_deerling	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_586_sawsbuck	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_587_emolga	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gen5_588_karrablast	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gen5_589_escavalier	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
gen5_590_foongus	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
gen5_591_amoonguss	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
gen5_592_frillish	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen5_593_jellicent	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gen5_594_alomomola	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gen5_595_joltik	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
